UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
0207955,07,2,1,1,1,1,1,2,5,1,,300,00620,014,U,3,2,02
0207955,08,2,1,1,1,1,1,1,4,1,,300,00620,014,U,3,2,02
0207955,09,2,1,1,1,1,1,1,3,1,,300,00620,014,U,3,2,02
0207955,10,2,1,1,1,1,1,1,5,1,,300,00620,014,U,3,2,02
0207955,12,2,1,1,1,1,1,2,1,1,,300,00620,014,U,3,2,02
0207955,13,2,1,1,1,1,1,1,1,1,,300,00620,014,U,3,2,02
0207955,14,2,1,1,1,1,1,1,3,1,,300,00620,014,U,3,2,02
0207955,15,2,1,1,1,1,1,2,2,1,,300,00620,014,U,3,2,02
0207955,16,3,1,1,1,1,1,1,4,1,,300,00620,014,U,3,2,02
0207955,17,2,1,1,1,1,1,1,4,1,,300,00620,014,U,3,2,02
0207955,19,2,1,1,1,1,1,1,5,1,,300,00620,014,U,3,2,02
0207955,20,2,1,1,1,1,1,1,6,1,,300,00620,014,U,3,2,02
0207982,02,2,1,2,1,1,1,2,4,1,,481,00621,014,U,3,2,02
0207982,03,3,1,2,1,1,1,1,4,1,,481,00621,014,U,3,2,02
0207982,04,3,1,1,1,1,1,1,2,1,,481,00621,014,U,3,2,02
0207982,05,2,1,1,1,1,1,1,6,1,,481,00621,014,U,3,2,02
0207982,06,2,1,1,1,1,1,1,5,1,,481,00621,014,U,3,2,02
0207982,07,2,1,1,1,1,1,1,3,1,,481,00621,014,U,3,2,02
0207982,11,3,1,1,1,1,1,1,4,1,,481,00621,014,U,3,2,02
0207982,12,2,1,1,1,1,1,1,4,1,,481,00621,014,U,3,2,02
0207982,13,3,1,2,1,1,1,1,4,1,,481,00621,014,U,3,2,02
0207982,14,1,1,2,2,2,2,2,1,1,,481,00621,014,U,3,2,02
0207982,15,2,1,1,1,1,1,1,6,1,,481,00621,014,U,3,2,02
0207982,16,2,1,1,1,1,1,1,6,1,,481,00621,014,U,3,2,02
0207982,17,2,1,1,1,1,1,1,3,1,,481,00621,014,U,3,2,02
0207982,18,3,2,1,1,1,1,2,4,1,,481,00621,014,U,3,2,02
0207982,19,3,1,1,1,1,1,1,8,1,,481,00621,014,U,3,2,02
0207982,20,2,1,1,1,1,1,1,3,1,,481,00621,014,U,3,2,02
0207996,01,3,1,2,1,1,1,1,2,1,,603,00622,014,U,3,2,02
0207996,02,3,1,2,1,1,1,1,4,1,,603,00622,014,U,3,2,02
0207996,03,3,1,2,1,1,1,1,2,1,,603,00622,014,U,3,2,02
0207996,04,3,1,2,1,1,1,1,4,1,,603,00622,014,U,3,2,02
0207996,05,2,1,2,1,1,1,2,5,1,,603,00622,014,U,3,2,02
0207996,06,3,1,2,1,1,2,1,1,1,,603,00622,014,U,3,2,02
0207996,07,3,1,2,1,1,1,1,2,1,,603,00622,014,U,3,2,02
0207996,08,2,2,2,1,1,2,2,1,1,,603,00622,014,U,3,2,02
0207996,09,2,1,2,1,1,1,1,2,1,,603,00622,014,U,3,2,02
0207996,10,2,1,2,1,1,1,1,4,1,,603,00622,014,U,3,2,02
0207996,11,2,1,2,1,1,1,1,3,1,,603,00622,014,U,3,2,02
0207996,12,3,1,2,1,1,1,1,3,1,,603,00622,014,U,3,2,02
0207996,13,2,1,2,1,1,1,1,5,1,,603,00622,014,U,3,2,02
0207996,14,2,2,2,1,1,1,1,4,1,,603,00622,014,U,3,2,02
0207996,15,2,1,2,1,1,1,1,4,1,,603,00622,014,U,3,2,02
0207996,16,2,2,2,1,1,1,1,3,1,,603,00622,014,U,3,2,02
0207996,17,2,1,2,1,1,1,1,5,1,,603,00622,014,U,3,2,02
0207996,18,2,1,2,1,1,1,1,6,1,,603,00622,014,U,3,2,02
0207996,19,2,1,2,1,1,1,1,1,1,,603,00622,014,U,3,2,02
0207996,20,2,1,2,1,1,1,2,2,1,,603,00622,014,U,3,2,02
0208069,01,2,1,1,1,1,2,1,5,1,,558,00623,014,U,3,2,02
0208069,02,2,2,1,1,1,2,2,6,1,,558,00623,014,U,3,2,02
0208069,03,2,1,1,1,1,1,2,3,1,,558,00623,014,U,3,2,02
0208069,04,2,2,1,1,1,1,2,1,1,,558,00623,014,U,3,2,02
0208069,05,2,2,1,1,1,2,2,1,1,,558,00623,014,U,3,2,02
0208069,06,2,1,1,1,1,1,2,1,1,,558,00623,014,U,3,2,02
0208069,07,3,1,1,1,1,1,1,2,1,,558,00623,014,U,3,2,02
0208069,08,3,1,1,1,1,1,1,5,1,,558,00623,014,U,3,2,02
0208069,09,3,1,1,1,1,1,2,1,1,,558,00623,014,U,3,2,02
0208069,10,2,1,1,1,1,1,1,4,1,,558,00623,014,U,3,2,02
0208069,11,2,1,1,1,1,1,2,5,2,2,558,00623,014,U,3,2,02
0208069,12,3,1,1,1,1,1,1,7,1,,558,00623,014,U,3,2,02
0208069,13,3,1,1,1,1,2,2,1,1,,558,00623,014,U,3,2,02
0208069,14,3,1,1,1,1,1,1,4,1,,558,00623,014,U,3,2,02
0205531,03,2,1,1,1,1,1,2,2,1,,577,00538,017,U,1,2,02
0205531,04,2,1,1,1,1,1,1,5,1,,577,00538,017,U,1,2,02
0205531,05,2,1,1,1,1,1,2,1,1,,577,00538,017,U,1,2,02
0205533,01,3,5,2,1,1,2,1,3,1,,571,00539,017,U,1,2,02
0205533,02,3,5,2,1,1,1,1,5,1,,571,00539,017,U,1,2,02
0205533,03,3,5,2,1,1,1,2,4,1,,571,00539,017,U,1,2,02
0205533,05,2,2,1,1,2,2,2,2,1,,571,00539,017,U,1,2,02
0205589,01,3,1,1,1,1,1,1,2,1,,542,00540,017,U,1,2,02
0205589,02,2,1,1,1,1,1,1,6,1,,542,00540,017,U,1,2,02
0205589,03,2,1,1,1,1,1,1,8,1,,542,00540,017,U,1,2,02
0205589,04,3,1,1,1,1,1,1,2,1,,542,00540,017,U,1,2,02
0205589,05,2,1,1,1,1,1,1,5,1,,542,00540,017,U,1,2,02
0205606,01,3,1,1,1,1,1,1,3,1,,665,00541,017,U,1,2,02
0205606,02,3,1,1,1,1,1,2,4,1,,665,00541,017,U,1,2,02
0205606,03,1,1,1,1,1,1,1,8,1,,665,00541,017,U,1,2,02
0205637,01,2,1,1,1,1,1,2,1,1,,606,00542,017,U,1,2,02
0205637,02,2,1,1,1,1,1,2,3,1,,606,00542,017,U,1,2,02
0205637,03,2,1,1,1,1,1,1,2,1,,606,00542,017,U,1,2,02
0205637,04,2,1,1,1,1,1,2,5,1,,606,00542,017,U,1,2,02
0205637,05,3,1,1,1,1,1,1,2,1,,606,00542,017,U,1,2,02
0205658,01,2,1,1,1,1,1,1,4,1,,522,00543,018,U,1,3,02
0205658,02,2,1,1,1,1,1,1,4,1,,522,00543,018,U,1,3,02
0205658,03,2,1,1,1,1,1,2,6,1,,522,00543,018,U,1,3,02
0205658,04,2,1,1,1,1,1,2,3,1,,522,00543,018,U,1,3,02
0205658,05,2,1,1,1,1,1,1,7,1,,522,00543,018,U,1,3,02
0205681,01,2,1,1,1,1,1,1,7,1,,616,00544,017,U,1,2,02
0205681,02,2,1,1,1,1,1,2,3,1,,616,00544,017,U,1,2,02
0205681,03,2,2,1,1,1,1,1,7,1,,616,00544,017,U,1,2,02
0205681,04,3,1,1,1,1,1,1,4,1,,616,00544,017,U,1,2,02
0205681,05,2,1,1,1,1,1,1,7,2,2,616,00544,017,U,1,2,02
0205702,01,2,1,1,1,1,1,2,1,1,,617,00545,018,U,1,3,02
0205702,02,2,1,1,1,1,1,2,1,1,,617,00545,018,U,1,3,02
0205702,04,2,1,1,1,1,1,2,2,1,,617,00545,018,U,1,3,02
0205702,05,2,1,1,1,1,1,2,6,1,,617,00545,018,U,1,3,02
0205725,01,2,1,1,1,1,1,1,2,1,,632,00546,017,U,1,2,02
0205725,02,3,2,2,1,1,1,2,5,1,,632,00546,017,U,1,2,02
0205725,03,2,1,1,1,1,2,2,1,1,,632,00546,017,U,1,2,02
0205725,04,2,1,1,1,1,2,1,4,1,,632,00546,017,U,1,2,02
0205725,05,2,2,1,1,1,1,2,7,1,,632,00546,017,U,1,2,02
0205776,01,2,1,1,1,1,1,1,3,1,,759,00547,017,U,1,2,02
0205776,02,2,1,1,1,1,2,2,2,1,,759,00547,017,U,1,2,02
0205776,03,2,2,1,1,1,1,2,4,1,,759,00547,017,U,1,2,02
0205776,04,2,2,1,1,1,2,2,5,1,,759,00547,017,U,1,2,02
0205776,05,2,1,1,1,1,1,1,1,1,,759,00547,017,U,1,2,02
0205814,01,3,1,1,1,1,1,1,6,1,,632,00548,017,U,1,2,02
0205814,02,2,1,1,1,1,1,2,12,1,,632,00548,017,U,1,2,02
0205814,03,3,1,1,1,1,1,2,1,1,,632,00548,017,U,1,2,02
0205814,05,2,1,1,1,1,2,2,2,1,,632,00548,017,U,1,2,02
0205862,02,3,1,1,1,1,2,2,3,2,3,613,00549,017,U,1,2,02
0205862,04,2,2,1,1,1,1,2,4,1,,613,00549,017,U,1,2,02
0205862,05,2,1,1,1,1,1,1,7,2,2,613,00549,017,U,1,2,02
0205880,01,2,1,1,1,1,1,1,3,1,,457,00550,018,U,1,3,02
0205880,02,2,1,1,1,1,1,1,4,1,,457,00550,018,U,1,3,02
0205880,03,2,1,1,1,1,1,1,5,1,,457,00550,018,U,1,3,02
0205880,04,3,1,1,1,1,1,1,2,1,,457,00550,018,U,1,3,02
0205880,05,2,1,1,1,1,1,2,3,1,,457,00550,018,U,1,3,02
0205883,01,3,1,1,1,1,2,1,5,1,,383,00551,018,U,1,3,02
0205883,02,2,1,1,1,1,1,1,4,1,,383,00551,018,U,1,3,02
0205883,03,3,1,1,1,1,1,1,3,1,,383,00551,018,U,1,3,02
0205883,04,3,1,1,1,1,1,1,1,1,,383,00551,018,U,1,3,02
0205883,05,2,1,1,1,1,1,1,2,1,,383,00551,018,U,1,3,02
0205932,01,3,1,1,1,1,2,2,5,1,,678,00552,017,U,1,2,02
0205932,03,2,2,1,1,1,1,2,1,1,,678,00552,017,U,1,2,02
0205932,04,3,1,1,1,1,1,1,6,1,,678,00552,017,U,1,2,02
0205932,05,2,2,1,1,1,1,2,7,2,2,678,00552,017,U,1,2,02
0205951,01,3,1,1,1,1,1,1,4,1,,585,00553,018,U,1,3,02
0205951,02,3,1,1,1,1,1,1,2,1,,585,00553,018,U,1,3,02
0205951,03,2,1,1,1,1,1,1,3,1,,585,00553,018,U,1,3,02
0205951,04,3,1,1,1,1,1,1,2,1,,585,00553,018,U,1,3,02
0205951,05,3,1,1,1,1,1,1,2,1,,585,00553,018,U,1,3,02
0205956,01,3,1,1,1,1,1,1,3,1,,610,00554,018,U,1,3,02
0205956,02,3,1,1,1,1,1,1,3,1,,610,00554,018,U,1,3,02
0205956,03,3,1,1,1,1,1,2,4,1,,610,00554,018,U,1,3,02
0205956,04,3,1,1,1,1,1,1,1,1,,610,00554,018,U,1,3,02
0205956,05,3,1,1,1,1,1,1,3,1,,610,00554,018,U,1,3,02
0205970,01,3,1,1,1,1,1,2,5,1,,610,00555,018,U,1,3,02
0205970,02,3,1,1,1,1,2,1,4,1,,610,00555,018,U,1,3,02
0205970,04,3,1,1,1,1,1,2,4,1,,610,00555,018,U,1,3,02
0205970,05,3,1,1,1,1,1,1,3,1,,610,00555,018,U,1,3,02
0205994,01,2,1,1,1,1,1,2,1,1,,533,00556,017,U,1,2,02
0205994,02,3,1,1,1,1,1,2,4,1,,533,00556,017,U,1,2,02
0205994,03,3,1,1,1,1,1,1,3,1,,533,00556,017,U,1,2,02
0205994,04,3,1,1,1,1,1,1,1,1,,533,00556,017,U,1,2,02
0205994,05,3,1,1,1,1,1,2,5,1,,533,00556,017,U,1,2,02
0206033,01,3,1,1,1,1,1,1,3,1,,557,00557,019,U,1,4,02
0206033,05,3,1,1,1,1,1,1,4,1,,557,00557,019,U,1,4,02
0206043,01,2,1,1,1,1,1,2,1,1,,478,00558,017,U,1,2,02
0206043,03,3,1,1,1,1,1,1,1,1,,478,00558,017,U,1,2,02
0206043,04,2,1,1,1,1,1,2,6,1,,478,00558,017,U,1,2,02
0206071,01,2,1,2,1,1,1,2,3,1,,442,00559,017,U,1,2,02
0206071,03,2,2,1,1,1,1,2,3,1,,442,00559,017,U,1,2,02
0206071,04,2,2,1,1,1,1,1,2,1,,442,00559,017,U,1,2,02
0206071,05,2,2,2,1,1,2,2,1,1,,442,00559,017,U,1,2,02
0206123,02,3,1,2,1,1,2,1,5,1,,656,00560,018,U,1,3,02
0206123,04,3,1,1,1,1,1,1,4,1,,656,00560,018,U,1,3,02
0206123,05,3,1,1,1,1,1,2,4,1,,656,00560,018,U,1,3,02
0206143,01,3,1,1,1,1,1,1,3,1,,598,00561,019,U,1,4,02
0206143,02,3,1,1,1,1,1,1,2,1,,598,00561,019,U,1,4,02
0206143,04,3,1,1,1,1,1,1,1,1,,598,00561,019,U,1,4,02
0206147,01,3,1,1,1,1,1,1,4,1,,654,00562,019,U,1,4,02
0206147,02,3,1,1,1,1,2,1,1,1,,654,00562,019,U,1,4,02
0206147,03,3,1,1,1,1,1,1,3,1,,654,00562,019,U,1,4,02
0206147,04,3,1,1,1,1,1,2,5,1,,654,00562,019,U,1,4,02
0206147,05,3,1,1,1,1,1,2,4,1,,654,00562,019,U,1,4,02
0206154,03,2,1,1,1,1,1,1,1,1,,445,00563,018,U,1,3,02
0206154,04,3,1,1,1,1,1,1,5,1,,445,00563,018,U,1,3,02
0206156,02,3,1,1,1,1,1,1,3,1,,511,00564,018,U,1,3,02
0206156,04,3,1,1,1,1,1,1,11,1,,511,00564,018,U,1,3,02
0206156,05,2,1,1,1,1,1,1,3,1,,511,00564,018,U,1,3,02
0206158,01,3,1,1,1,1,2,1,3,1,,609,00565,018,U,1,3,02
0206158,02,3,1,1,1,1,1,1,5,1,,609,00565,018,U,1,3,02
0206158,03,3,1,1,1,1,1,1,2,1,,609,00565,018,U,1,3,02
0206158,04,3,1,1,1,1,1,1,2,1,,609,00565,018,U,1,3,02
0206158,05,3,1,1,1,1,1,1,3,1,,609,00565,018,U,1,3,02
0206231,01,3,1,1,1,1,1,1,4,1,,586,00566,018,U,1,3,02
0206231,02,3,1,1,1,1,1,1,5,1,,586,00566,018,U,1,3,02
0206231,03,3,1,1,1,1,1,1,3,1,,586,00566,018,U,1,3,02
0206231,04,2,1,1,1,1,2,1,1,1,,586,00566,018,U,1,3,02
0206231,05,3,1,1,1,1,1,2,4,1,,586,00566,018,U,1,3,02
0206240,01,3,1,1,1,1,1,1,5,1,,547,00567,019,U,1,4,02
0206240,02,3,1,1,1,1,1,1,5,1,,547,00567,019,U,1,4,02
0206240,03,3,1,1,1,1,1,1,2,1,,547,00567,019,U,1,4,02
0206240,04,2,1,1,1,1,1,1,6,1,,547,00567,019,U,1,4,02
0206240,05,3,1,1,1,1,1,1,3,1,,547,00567,019,U,1,4,02
0206249,01,3,1,1,1,1,2,2,2,1,,505,00568,019,U,1,4,02
0206249,02,3,1,1,1,1,1,1,2,1,,505,00568,019,U,1,4,02
0206249,03,3,1,1,1,1,1,1,5,1,,505,00568,019,U,1,4,02
0206249,04,3,1,1,1,1,1,1,3,1,,505,00568,019,U,1,4,02
0206249,05,3,1,1,1,1,1,1,5,1,,505,00568,019,U,1,4,02
0206256,01,2,1,2,1,1,1,2,1,1,,544,00569,017,U,1,2,02
0206256,02,2,2,2,1,1,2,2,2,1,,544,00569,017,U,1,2,02
0206256,03,3,1,1,1,1,1,2,8,2,2,544,00569,017,U,1,2,02
0206256,04,2,1,1,1,1,1,2,1,1,,544,00569,017,U,1,2,02
0206256,05,3,1,3,1,1,1,1,5,1,,544,00569,017,U,1,2,02
0206264,01,2,1,1,1,1,2,2,2,1,,572,00570,017,U,1,1,02
0206264,02,2,1,1,1,1,1,1,6,1,,572,00570,017,U,1,1,02
0206264,03,2,1,1,1,1,2,2,6,1,,572,00570,017,U,1,1,02
0206264,04,2,1,1,1,1,1,2,7,1,,572,00570,017,U,1,1,02
0206264,05,2,1,1,1,1,1,1,6,1,,572,00570,017,U,1,1,02
0206269,01,2,1,1,1,1,2,2,2,1,,607,00571,017,U,1,2,02
0206269,03,2,1,1,1,2,2,2,1,1,,607,00571,017,U,1,2,02
0206269,04,2,1,2,1,1,1,1,3,1,,607,00571,017,U,1,2,02
0206269,05,2,1,2,1,1,1,2,1,1,,607,00571,017,U,1,2,02
0206270,01,2,1,1,1,1,1,1,5,1,,540,00572,017,U,1,2,02
0206270,02,2,1,1,1,1,1,1,3,1,,540,00572,017,U,1,2,02
0206270,03,2,1,1,1,1,1,1,4,1,,540,00572,017,U,1,2,02
0206270,04,2,2,1,1,1,1,1,4,1,,540,00572,017,U,1,2,02
0206270,05,2,1,1,1,1,2,2,1,1,,540,00572,017,U,1,2,02
0206274,01,2,1,1,1,1,1,1,3,1,,742,00573,017,U,1,2,02
0206274,02,2,1,1,1,1,2,1,10,1,,742,00573,017,U,1,2,02
0206274,03,3,1,1,1,1,1,1,5,1,,742,00573,017,U,1,2,02
0206274,04,3,1,1,1,1,1,1,2,1,,742,00573,017,U,1,2,02
0206274,05,3,1,2,1,1,1,1,6,1,,742,00573,017,U,1,2,02
0206277,01,2,2,1,1,1,1,1,8,1,,666,00574,017,U,1,2,02
0206277,02,2,1,1,1,2,2,2,4,1,,666,00574,017,U,1,2,02
0206277,03,3,2,1,1,1,2,2,5,1,,666,00574,017,U,1,2,02
0206277,04,3,1,1,1,1,2,1,7,1,,666,00574,017,U,1,2,02
0206277,05,2,2,1,1,1,1,1,3,1,,666,00574,017,U,1,2,02
0206278,01,2,1,3,1,1,1,1,3,1,,570,00575,017,U,1,2,02
0206278,02,2,1,3,1,2,1,1,5,1,,570,00575,017,U,1,2,02
0206278,04,2,1,1,1,1,1,2,4,1,,570,00575,017,U,1,2,02
0206279,01,2,2,1,1,2,2,2,4,1,,637,00576,017,U,1,2,02
0206279,02,3,1,1,1,1,1,1,3,1,,637,00576,017,U,1,2,02
0206279,03,3,1,1,1,1,1,2,2,1,,637,00576,017,U,1,2,02
0206279,04,2,1,1,1,1,1,2,2,1,,637,00576,017,U,1,2,02
0206279,05,1,1,2,1,1,1,2,4,1,,637,00576,017,U,1,2,02
0206286,01,3,1,1,1,1,1,1,2,1,,499,00577,017,U,1,2,02
0206286,02,2,1,1,1,1,1,2,5,1,,499,00577,017,U,1,2,02
0206286,03,2,1,1,1,1,1,2,8,1,,499,00577,017,U,1,2,02
0206286,04,2,2,1,1,2,1,2,4,1,,499,00577,017,U,1,2,02
0206286,05,2,1,1,1,2,1,2,2,1,,499,00577,017,U,1,2,02
0206345,01,3,1,1,1,1,1,1,3,1,,596,00578,018,U,1,3,02
0206345,02,3,1,1,1,1,1,1,4,1,,596,00578,018,U,1,3,02
0100697,04,3,1,1,1,1,2,1,2,1,,195,00094,007,U,1,3,01
0100697,05,3,1,1,1,1,1,1,4,1,,195,00094,007,U,1,3,01
0100699,01,3,1,1,1,1,1,1,4,1,,210,00095,007,U,1,3,01
0100699,02,3,1,1,1,1,1,1,5,1,,210,00095,007,U,1,3,01
0100699,03,3,1,1,1,1,1,2,6,1,,210,00095,007,U,1,3,01
0100699,04,3,1,1,1,1,1,1,6,1,,210,00095,007,U,1,3,01
0100701,01,3,1,1,1,1,1,1,3,1,,181,00096,007,U,1,3,01
0100701,02,3,1,1,1,1,1,2,5,1,,181,00096,007,U,1,3,01
0100701,03,2,1,1,1,1,1,2,3,1,,181,00096,007,U,1,3,01
0100701,04,3,1,1,1,1,1,1,2,1,,181,00096,007,U,1,3,01
0100701,05,3,1,1,1,1,1,1,2,1,,181,00096,007,U,1,3,01
0100703,02,3,1,1,1,1,1,1,3,1,,204,00097,007,U,1,3,01
0100703,03,3,1,1,1,1,1,1,4,1,,204,00097,007,U,1,3,01
0100703,04,3,1,1,1,1,1,2,5,1,,204,00097,007,U,1,3,01
0100703,05,3,1,1,1,1,1,2,4,1,,204,00097,007,U,1,3,01
0100714,01,3,1,1,1,1,1,2,4,1,,191,00098,007,U,1,3,01
0100714,02,3,1,1,1,1,1,2,6,1,,191,00098,007,U,1,3,01
0100714,03,3,1,1,1,1,1,1,5,1,,191,00098,007,U,1,3,01
0100714,04,2,1,1,1,1,1,2,1,1,,191,00098,007,U,1,3,01
0100714,05,3,1,1,1,1,1,1,6,1,,191,00098,007,U,1,3,01
0100729,02,3,1,1,1,1,1,1,1,1,,205,00099,007,U,1,3,01
0100729,03,3,1,1,1,1,1,1,3,1,,205,00099,007,U,1,3,01
0100729,04,3,1,1,1,1,1,1,5,1,,205,00099,007,U,1,3,01
0100729,05,3,1,1,1,1,1,1,5,1,,205,00099,007,U,1,3,01
0100732,01,3,1,1,1,1,1,2,3,1,,192,00100,006,U,1,2,01
0100732,02,3,1,1,1,1,1,2,3,1,,192,00100,006,U,1,2,01
0100732,03,2,1,1,1,1,1,2,3,1,,192,00100,006,U,1,2,01
0100732,04,3,1,1,1,1,1,1,5,1,,192,00100,006,U,1,2,01
0100732,05,3,1,1,1,1,1,2,6,1,,192,00100,006,U,1,2,01
0100733,01,2,1,1,1,1,1,2,4,1,,214,00101,006,U,1,2,01
0100733,02,3,1,1,1,1,1,2,2,1,,214,00101,006,U,1,2,01
0100733,04,2,1,1,1,1,1,2,4,1,,214,00101,006,U,1,2,01
0100733,05,2,1,1,1,1,1,2,4,1,,214,00101,006,U,1,2,01
0100737,01,3,1,1,1,1,1,1,7,2,2,190,00102,006,U,1,2,01
0100737,02,3,1,1,1,1,1,1,2,1,,190,00102,006,U,1,2,01
0100737,03,3,1,1,1,1,2,2,1,1,,190,00102,006,U,1,2,01
0100737,04,3,1,1,1,1,2,2,2,1,,190,00102,006,U,1,2,01
0100737,05,2,1,1,1,1,2,2,2,1,,190,00102,006,U,1,2,01
0100743,01,2,1,1,1,1,1,2,8,1,,209,00103,006,U,1,2,01
0100743,02,2,1,1,1,1,1,2,4,1,,209,00103,006,U,1,2,01
0100743,03,2,1,1,1,1,1,2,1,1,,209,00103,006,U,1,2,01
0100743,04,3,1,1,1,1,1,2,6,2,2,209,00103,006,U,1,2,01
0100743,05,2,1,1,1,1,2,2,1,1,,209,00103,006,U,1,2,01
0100750,01,3,1,1,1,1,2,2,5,1,,103,00104,006,U,1,2,01
0100750,03,2,1,1,1,1,1,2,10,1,,103,00104,006,U,1,2,01
0100750,04,3,1,1,1,1,1,1,2,1,,103,00104,006,U,1,2,01
0100750,05,3,1,1,1,1,1,2,3,1,,103,00104,006,U,1,2,01
0100758,01,2,1,1,1,1,1,2,4,1,,263,00105,006,U,1,2,01
0100758,02,3,1,1,1,1,2,2,2,1,,263,00105,006,U,1,2,01
0100758,03,3,1,1,1,1,1,1,2,1,,263,00105,006,U,1,2,01
0100758,04,2,1,1,1,1,1,1,6,1,,263,00105,006,U,1,2,01
0100758,05,3,1,1,1,2,2,2,2,1,,263,00105,006,U,1,2,01
0100763,01,3,1,1,1,1,1,1,4,1,,184,00106,006,U,1,2,01
0100763,02,3,1,1,1,1,1,1,7,1,,184,00106,006,U,1,2,01
0100763,03,3,1,1,1,1,1,2,1,1,,184,00106,006,U,1,2,01
0100763,04,3,1,1,1,1,1,1,4,1,,184,00106,006,U,1,2,01
0100763,05,3,1,1,1,1,1,1,8,1,,184,00106,006,U,1,2,01
0100768,01,2,1,1,1,1,1,2,2,1,,199,00107,006,U,1,2,01
0100768,02,3,1,1,1,1,1,1,6,1,,199,00107,006,U,1,2,01
0100768,03,2,1,1,1,1,1,2,1,1,,199,00107,006,U,1,2,01
0100768,04,3,1,1,1,1,1,2,4,1,,199,00107,006,U,1,2,01
0100768,05,3,1,1,1,1,1,1,3,1,,199,00107,006,U,1,2,01
0100769,01,2,1,1,1,1,1,1,4,1,,189,00108,006,U,1,2,01
0100769,02,3,1,1,1,1,1,2,4,1,,189,00108,006,U,1,2,01
0100769,03,2,1,1,1,2,2,2,2,1,,189,00108,006,U,1,2,01
0100769,04,3,1,1,1,1,2,2,5,1,,189,00108,006,U,1,2,01
0100769,05,3,1,1,1,1,1,2,4,1,,189,00108,006,U,1,2,01
0100774,01,3,1,1,1,1,1,1,7,1,,225,00109,007,U,1,3,01
0100774,02,2,1,1,1,1,1,2,4,1,,225,00109,007,U,1,3,01
0100774,03,2,1,1,1,2,2,2,1,1,,225,00109,007,U,1,3,01
0100774,04,3,1,1,1,1,2,2,4,1,,225,00109,007,U,1,3,01
0100774,05,3,1,1,1,1,1,1,5,1,,225,00109,007,U,1,3,01
0100794,01,3,1,1,1,1,1,1,4,1,,192,00110,007,U,1,3,01
0100794,02,3,1,1,1,1,1,1,4,1,,192,00110,007,U,1,3,01
0100794,03,3,1,1,1,1,1,2,2,1,,192,00110,007,U,1,3,01
0100794,04,3,1,1,1,1,1,2,1,1,,192,00110,007,U,1,3,01
0100794,05,3,1,1,1,1,1,2,5,1,,192,00110,007,U,1,3,01
0100797,01,3,1,1,1,1,1,2,8,1,,191,00111,007,U,1,3,01
0100797,03,3,1,1,1,1,2,2,2,1,,191,00111,007,U,1,3,01
0100797,05,3,1,1,1,1,1,2,1,1,,191,00111,007,U,1,3,01
0100812,01,3,1,1,1,1,1,2,4,1,,204,00112,007,U,1,3,01
0100812,02,3,1,1,1,1,1,1,3,1,,204,00112,007,U,1,3,01
0100812,03,3,1,1,1,1,1,1,5,1,,204,00112,007,U,1,3,01
0100812,04,3,1,1,1,1,1,2,3,1,,204,00112,007,U,1,3,01
0100812,05,3,1,1,1,1,1,1,2,1,,204,00112,007,U,1,3,01
0100817,01,3,1,1,1,1,1,1,4,1,,166,00113,007,U,1,3,01
0100817,02,2,1,1,1,1,1,2,3,2,2,166,00113,007,U,1,3,01
0100817,03,3,1,1,1,1,1,1,4,1,,166,00113,007,U,1,3,01
0100817,04,3,1,1,1,1,1,2,2,1,,166,00113,007,U,1,3,01
0100817,05,2,1,1,1,1,1,1,4,1,,166,00113,007,U,1,3,01
0100820,01,3,1,1,1,1,1,1,5,1,,192,00114,007,U,1,3,01
0100820,02,3,1,1,1,1,1,1,4,1,,192,00114,007,U,1,3,01
0100820,03,3,1,1,1,1,1,1,1,1,,192,00114,007,U,1,3,01
0100820,05,3,1,1,1,1,1,1,4,1,,192,00114,007,U,1,3,01
0100833,01,3,1,1,1,1,1,1,4,1,,187,00115,007,U,1,3,01
0100833,02,3,1,1,1,1,1,1,2,1,,187,00115,007,U,1,3,01
0100833,03,2,1,1,1,1,1,1,2,1,,187,00115,007,U,1,3,01
0100833,04,3,1,1,1,1,1,2,1,1,,187,00115,007,U,1,3,01
0100833,05,3,1,1,1,1,1,2,4,1,,187,00115,007,U,1,3,01
0100836,01,3,1,1,1,1,1,2,6,1,,196,00116,007,U,1,3,01
0100836,02,3,1,1,1,1,1,1,2,1,,196,00116,007,U,1,3,01
0100836,03,2,1,1,1,1,1,2,2,1,,196,00116,007,U,1,3,01
0100836,04,1,1,1,1,1,2,1,1,1,,196,00116,007,U,1,3,01
0100836,05,3,1,1,1,1,1,2,3,1,,196,00116,007,U,1,3,01
0100857,01,3,1,1,1,1,1,1,3,1,,186,00117,007,U,1,3,01
0100857,02,3,1,1,1,1,1,1,4,1,,186,00117,007,U,1,3,01
0100857,03,3,1,1,1,1,1,1,5,1,,186,00117,007,U,1,3,01
0100857,04,3,1,1,1,1,1,1,3,1,,186,00117,007,U,1,3,01
0100857,05,2,1,1,2,2,2,2,2,1,,186,00117,007,U,1,3,01
0100862,01,3,1,1,1,1,1,1,2,1,,203,00118,007,U,1,3,01
0100862,02,2,1,1,1,1,1,1,1,1,,203,00118,007,U,1,3,01
